"","Main_Location","Date","Dir","AM_PHV","PM_PHV","ADT","AAWDT","AAWET","Intersection","formatted_address","geometry.location.lat","geometry.location.lng"
"496","FEDERAL BLVD",2011-08-21,"SB",914,1038,NA,14339,NA,"8TH AVE","W 8th Ave & Federal Blvd, Denver, CO 80204, USA","39.7293119","-105.0252345"
"497","FILLMORE",2006-06-01,"NB",78,91,NA,NA,NA,"3RD AVE","E 3rd Ave & Fillmore St, Denver, CO 80206, USA","39.7209848","-104.9534221"
"498","FL ORENCE WAY",2015-05-08,"WB",26,34,NA,356,NA,"FULTON ST ","Florence Way & Fulton St, Denver, CO 80238, USA","39.763343","-104.8699278"
"499","FLORIDA",2008-10-20,"EBLT",336,223,NA,NA,NA,"SANTA FE","1395 S Santa Fe Dr, Denver, CO 80223, USA","39.6911598","-104.9927947"
"500","FLORIDA",2009-02-10,"WB",413,357,NA,NA,NA,"S. QUEBEC WAY","S Quebec Way & Florida Ave, Indian Creek, CO 80231, USA","39.6891315","-104.8971545"
"501","FLORIDA  AVE",2011-09-11,"NON DIR",NA,NA,NA,NA,NA,"ST PAUL ST ","1444 St Paul St, Denver, CO 80206, USA","39.7392845","-104.9503813"
"502","FLORIDA  AVE",2011-09-11,"NON DIR",NA,NA,NA,NA,NA," STEELE ST","311 Steele St, Denver, CO 80206, USA","39.7211986","-104.9500652"
"503","FLORIDA  AVE",2011-09-11,"NON DIR",NA,NA,NA,NA,NA," MADISON ST","55 Madison St Unit 200, Denver, CO 80206, USA","39.7173543","-104.9463765"
"504","FLOYD DR",2010-11-09,"EB",16,18,NA,370,NA,"STEELE  ST","E Floyd Dr & S Steele St, Denver, CO 80210, USA","39.6561085","-104.9496448"
"505","FRANKLIN ST",2006-01-12,"NB",271,143,NA,NA,NA,"13TH ST","Franklin St & E 13th Ave, Denver, CO 80218, USA","39.7368389","-104.9684581"
"506","FRANKLIN ST",2006-01-17,"NB",277,156,NA,NA,NA,"14TH ST","Franklin St & 14th Ave, Denver, CO 80218, USA","39.7384166","-104.9684338"
"507","FRANKLIN ST",2009-07-01,"NB/SB",379,575,NA,NA,NA,"CENTER ST","18th Ave & Franklin St, Denver, CO 80218, USA","39.744875","-104.968741"
"508","FRANKLIN ST",2015-06-05,"SB",259,160,NA,2316,NA,"E 19THAVE ","1435 Franklin St, Denver, CO 80218, USA","39.739119","-104.968741"
"509","FRANKLIN ST",2015-06-05,"SB",259,160,NA,2316,NA," E 21ST AVE","Franklin St, Colorado, USA","39.7700739","-104.9684043"
"510","FULTON ST",2015-04-17,"SB",52,102,NA,940,NA," E 28th Ave","Fulton St, Colorado, USA","39.7406756","-104.8705359"
"511","FULTON ST",2015-05-08,"SB",19,18,NA,187,NA,"E 32nd AVE ","E 32nd Ave & Fulton St, Denver, CO 80238, USA","39.7624365","-104.8703666"
"512","GARFIELD ST",2011-09-11,"NON DIR",NA,NA,NA,NA,NA," IOWA AVE","Garfield St, Denver, CO, USA","39.7553481","-104.9441315"
"513","GILPIN ST.",2013-03-04,"SB",12,16,NA,145,NA,"E. 38th AVE. ","E 38th Ave & Gilpin St, Denver, CO 80205, USA","39.7700669","-104.9671829"
"514","GILPIN ST.",2013-03-04,"SB",12,16,NA,145,NA," E. 37th AVE.","Gilpin St, Denver, CO, USA","39.7448354","-104.9672236"
"515","GRANT RANCH BLVD",2009-04-14,"WB",309,333,NA,NA,NA,"W. PRENTICE AVE","W Grant Ranch Blvd & W Prentice Ave, Denver, CO 80123, USA","39.6182181","-105.0739296"
"516","GRANT ST",2006-03-16,"SB",660,1465,NA,NA,NA,"7TH","Grant St & E 7th Ave, Denver, CO 80203, USA","39.7272671","-104.9836139"
"517","GRAPE ST",2012-09-11,"SB",14,24,NA,224,NA,"E. 36th AVE. ","E 36th Ave & Grape St, Denver, CO 80207, USA","39.7674211","-104.9246067"
"518","GRAPE ST",2012-09-11,"SB",14,24,NA,224,NA," E. 35th AVE","Grape St, Colorado, USA","39.7714189","-104.9246084"
"519","GREEN VALLEY RANCH",2010-11-16,"EB",428,791,NA,NA,NA,"NORTH FLANDERS WAY","Green Valley Ranch Blvd & Flanders Way, Denver, CO 80249, USA","39.7836668","-104.7611425"
"520","GROVE ST",2015-10-02,"SB",99,63,NA,468,NA,"W FAIRVIEW PL ","W Fairview Pl & Grove St, Denver, CO 80211, USA","39.7631105","-105.0279292"
"521","GROVE ST",2015-10-02,"SB",50,34,NA,344,NA,"W 36TH AVE ","W 36th Ave & Grove St, Denver, CO 80211, USA","39.7665062","-105.0275979"
"522","GROVE ST",2015-10-02,"SB",99,63,NA,468,NA," W HIGHLAND PK PL","Grove St, Colorado, USA","39.8200751","-105.0276064"
"523","HAMPDEN",2010-10-26,"WB",1568,1858,NA,NA,NA,"COLORADO","E Hampden Ave & S Colorado Blvd, Denver, CO 80113, USA","39.6530818","-104.940717"
"524","HAVANA",2010-03-23,"NB",550,917,NA,NA,NA,"40th AVE","Havana St & E 40th Ave, Denver, CO 80239, USA","39.7728538","-104.865886"
"525","HAVANA",2011-08-30,"SB",157,213,NA,2286,NA,"MARTIN LUTHER KING BLVD","Havana St & M.L.K. Jr Blvd, Denver, CO 80238, USA","39.7588502","-104.8658383"
"526","HAVANA ST",2010-07-23,"NB",394,367,NA,NA,NA,"SMITH RD","Smith Rd & Havana St, Denver, CO 80239, USA","39.7684904","-104.8656781"
"527","HAVANA ST NB RT",2010-07-23,"EB",80,152,NA,NA,NA,"SMITH RD","Smith Rd & Havana St, Denver, CO 80239, USA","39.768237","-104.863331"
"528","HAVANA ST SB RT",2010-07-23,"WB",17,17,NA,161,NA,"SMITH RD","Havana St, Colorado, USA","39.8157019","-104.8659986"
"529","HOLLY ST",2008-11-13,"SB",305,387,NA,NA,NA,"4TH AVE","E 4th Ave & Holly St, Denver, CO 80220, USA","39.7231827","-104.922787"
"530","HOLLY ST",2009-04-08,"NBRT",132,168,NA,NA,NA,"ALAMEDA","Alameda Ave & S Holly St, Denver, CO 80224, USA","39.711153","-104.921906"
"531","HOLLY ST",2009-04-08,"SBLT",16,18,NA,NA,NA,"DAKOTA ST","E Dakota Ave & S Holly St, Denver, CO 80224, USA","39.7093001","-104.9222752"
"532","HUMBOLDT ST",2006-05-18,"SB",22,27,NA,NA,NA,"23RD AVE","Humboldt St & E 23rd Ave, Denver, CO 80205, USA","39.7507325","-104.9696517"
"533","I-25 NB EXIT OFFRAMP",2010-08-10,"WB",170,215,NA,NA,NA,"COLFAX AVE","I-25, United States","39.7389059","-105.0140659"
"534","I-25 OFF RAMP",2006-11-14,"EB",839,574,NA,NA,NA,"S BROADWAY BLVD","901 S Broadway, Denver, CO 80223, USA","39.7000326","-104.9887908"
"535","I-25SB OFF RAMP",2007-08-29,"SB",833,1421,NA,NA,NA,"SPEER BLVD","Speer Blvd, Denver, CO, USA","39.7412102","-104.9994747"
"536","I-25SB OFF RAMP",2007-09-18,"NB",204,208,NA,NA,NA,"UNIVERSITY BLVD","University Blvd, Denver, CO, USA","39.7209839","-104.9594362"
"537","I-70",2010-11-17,"EB",424,324,NA,NA,NA,"PECOS","4855 N Pecos St, Denver, CO 80221, USA","39.7847668","-105.0071465"
"538","I-70 EXIT RAMP/SB YORK ST",2015-07-12,"SB",231,293,NA,3499,NA,"45TH AVE","E 45th Ave & York St, Denver, CO 80216, USA","39.7789546","-104.9593938"
"539","IOLA",2011-08-30,"NBLT",402,348,NA,3453,NA,"MARTIN LUTHER KING BLVD","Iola St & M.L.K. Jr Blvd, Denver, CO 80238, USA","39.7588491","-104.8645457"
"540","IOLA ST",2015-04-15,"NB",207,125,NA,1915,NA,"E 28th AVE ","E 28th Ave & Iola St, Denver, CO 80238, USA","39.7565089","-104.8645431"
"541","IOLA ST",2015-04-15,"NB",207,125,NA,1915,NA," E 28th PL","Iola St, Colorado, USA","39.7402143","-104.8646325"
"542","IOLA ST",2015-04-17,"NB",178,115,NA,1725,NA,"E 26th AVE ","Iola St & E 26th Ave, Denver, CO 80238, USA","39.7547703","-104.8646168"
"543","IRVING ST",2014-04-25,"SB",732,294,NA,3643,NA,"W CLYDE PL ","Irving St & W Clyde Pl, Denver, CO 80211, USA","39.7683472","-105.0299568"
"544","IRVING ST",2014-04-25,"SB",798,359,NA,5672,NA,"33rd AVE ","W 33rd Ave & Irving St, Denver, CO 80211, USA","39.7639027","-105.0300521"
"545","IRVING ST",2014-04-25,"SB",732,294,NA,3643,NA," W 38TH AVE","W 38th Ave & Irving St, Denver, CO 80211, USA","39.769312","-105.029395"
"546","IRVING ST",2014-04-25,"SB",798,359,NA,5672,NA," N SPEER BLVD","Irving St, Colorado, USA","39.7947357","-105.0300205"
"547","IVANHOE ST",2012-01-26,"SB",8,4,NA,38,NA,"HOLLY ST.","Ivanhoe St & Holly St, Denver, CO 80246, USA","39.7162494","-104.9222639"
"548","IVANHOE ST",2012-01-26,"SB",8,5,NA,41,NA,"E. 1st AVE.","Ivanhoe St & E 1st Ave, Denver, CO 80220, USA","39.717795","-104.921495"
"549","JACKSON ST",2011-09-11,"NON DIR",NA,NA,NA,NA,NA,"FLORIDA AVE ","S Jackson St & E Florida Ave, Denver, CO 80222, USA","39.6893158","-104.9430115"
"550","JACKSON ST",2011-09-11,"NON DIR",NA,NA,NA,NA,NA," IOWA AVE","E Iowa Ave, Denver, CO, USA","39.6875386","-104.9128653"
"551","JEWELL",2008-09-23,"EB",362,228,NA,NA,NA,"ZUNI","S Zuni St & W Jewell Ave, Denver, CO 80219, USA","39.6823302","-105.0156869"
"552","JEWELL",2008-11-13,"WB",104,82,NA,NA,NA,"CLERMONT ST","E Jewell Ave & S Clermont St, Denver, CO 80222, USA","39.682077","-104.9346368"
"553","JEWELL AVE",2010-06-07,"SB",112,168,NA,NA,NA,"So. BELLAIRE St.","E Jewell Ave & S Bellaire St, Denver, CO 80222, USA","39.6822264","-104.9373718"
"554","JEWELL AVE",2010-06-07,"WB",117,91,NA,NA,NA,"FRONTAGE RD OFF RAMP","Frontage Rd, Denver, CO 80207, USA","39.7739607","-104.9026989"
"555","JEWELL ST",2009-02-24,"WB",395,932,NA,NA,NA,"IRVING ST","S Irving St & W Jewell Ave, Denver, CO 80219, USA","39.6822418","-105.0298628"
"556","JEWELL ST",2009-02-24,"WB",306,570,NA,NA,NA,"ZENOBIA ST","Zenobia St, Denver, CO, USA","39.7802101","-105.0520822"
"557","KALAMATH",2006-10-17,"S/B",745,1703,NA,NA,NA,"ALAMEDA","W Alameda Ave & S Kalamath St, Denver, CO 80223, USA","39.711315","-104.998042"
"558","KNOX CT",2015-09-19,"SB",363,563,NA,6228,NA,"W 3RD AVE ","Knox Ct & W 3rd Ave, Denver, CO 80219, USA","39.721582","-105.032481"
"559","KNOX CT",2015-09-19,"NB",363,459,NA,5575,NA,"W 2ND AVE ","W 2nd Ave & Knox Ct, Denver, CO 80219, USA","39.7197564","-105.0324743"
"560","KNOX CT",2015-09-19,"SB",363,563,NA,6228,NA," W 4TH AVE","Knox Ct, Denver, CO, USA","39.7284371","-105.0325126"
"561","KRAMERIA ST.",2013-04-30,"SB",146,207,NA,1892,NA,"E. 16th AVE. ","E 16th Ave & Krameria St, Denver, CO 80220, USA","39.7419302","-104.9163275"
"562","KRAMERIA ST.",2013-04-30,"SB",146,207,NA,1892,NA," E. COLFAX AVE.","Colfax Ave & Krameria St, Denver, CO 80220, USA","39.7403018","-104.9166871"
"563","LARIMER ST.",2012-08-20,"EB",54,86,NA,944,NA,"28th ST. ","28th St & Larimer St, Denver, CO 80205, USA","39.7604296","-104.9829249"
"564","LARIMER ST.",2012-08-20,"EB",59,88,NA,907,NA,"30th ST. ","30th St & Larimer St, Denver, CO 80205, USA","39.7622919","-104.9805137"
"565","LARIMER ST.",2012-08-20,"EB",47,58,NA,724,NA,"33rd ST. ","33rd St & Larimer St, Denver, CO 80205, USA","39.7651038","-104.9768909"
"566","LARIMER ST.",2012-08-20,"EB",54,86,NA,944,NA," 27th ST.","Larimer St, Denver, CO, USA","39.7561862","-104.9884052"
"567","LAWRENCE ST",2015-09-17,"NB",300,476,NA,5225,NA,"19TH ST ","2222 Lawrence St, Denver, CO 80205, USA","39.7545228","-104.9883198"
"568","LEETSDALE",2008-10-13,"EBLT",27,87,NA,NA,NA,"QUEBEC","S Quebec St & Leetsdale Dr, Denver, CO 80247, USA","39.6985383","-104.9035438"
"569","LEETSDALE DR",2014-06-20,"EBLT",35,51,NA,587,NA,"S HOLLY ST","Leetsdale Dr & S Holly St, Denver, CO 80246, USA","39.7072965","-104.9222499"
"570","LEETSDALE DR",2015-11-10,"EB",1003,1468,NA,17204,NA," S CHERRY ST","Leetsdale Dr & S Cherry St, Glendale, CO 80246, USA","39.70944","-104.932872"
"571","LINCOLN",2006-01-10,"NB",2279,1743,NA,NA,NA,"CENTER","1660 Lincoln St # 2250, Denver, CO 80264, USA","39.7429842","-104.9857881"
"572","LINCOLN ST",2009-09-23,"SB",118,144,NA,NA,NA,"45TH AVE","11194 E 45th Ave, Denver, CO 80239, USA","39.7768969","-104.8563641"
"573","LINDEN COURT",2009-01-07,"SB",11,14,NA,NA,NA,"YALE AVE","S Linden Ct & E Yale Ave, Denver, CO 80222, USA","39.6675929","-104.9146293"
"574","LOGAN ST",2009-09-16,"NB/SB",870,1251,NA,NA,NA,"1ST AVE","E 1st Ave & Logan St, Denver, CO 80203, USA","39.718335","-104.9825642"
"575","LOGAN ST",2009-09-16,"NB/SB",857,1347,NA,NA,NA,"ALAMEDA  AVE","S Logan St & E Alameda Ave, Denver, CO 80209, USA","39.7111428","-104.982737"
"576","LOGAN ST",2009-09-16,"NB/SB",910,1394,NA,NA,NA,"EXPOSITION AVE","S Logan St & E Exposition Ave, Denver, CO 80209, USA","39.7039096","-104.9827901"
"577","LOGAN ST",2010-05-03,"NB",726,716,NA,NA,NA,"VIRGINIA ST","S Logan St & E Virginia Ave, Denver, CO 80209, USA","39.7075075","-104.9827292"
"578","LOUISIANNA ST",2009-07-01,"EB/WB",552,903,NA,NA,NA,"MARION ST","E Louisiana Ave & S Marion St, Denver, CO 80210, USA","39.6929705","-104.9722404"
"579","LOWELL BLVD",2012-09-11,"SB",469,435,NA,4862,NA,"W. 42nd AVE ","Lowell Blvd & W 42nd Ave, Denver, CO 80211, USA","39.7749848","-105.0346112"
"580","LOWELL BLVD",2012-09-11,"SB",469,435,NA,4862,NA," W.41st. AVE","Lowell Blvd, Colorado, USA","39.8007778","-105.0347131"
"581","MADISON ST.",2012-01-27,"SB",14,19,NA,169,NA," E. 45th AVE.","E 45th Ave, Denver, CO 80239, USA","39.7775401","-104.845147"
"582","MARTIN LUTHER KING BLVD",2009-08-12,"WB",458,653,NA,NA,NA,"BEELER ST","Beeler St & M.L.K. Jr Blvd, Denver, CO 80238, USA","39.7601059","-104.8787988"
"583","MARTIN LUTHER KING BLVD",2009-08-12,"EB",328,691,NA,NA,NA,"WILLOW ST","Willow St & M.L.K. Jr Blvd, Denver, CO 80238, USA","39.7601537","-104.8882876"
"584","MARTIN LUTHER KING BLVD",2010-10-26,"EB",390,561,NA,NA,NA,"29th Ave","E 29th Dr & M.L.K. Jr Blvd, Denver, CO 80238, USA","39.7599438","-104.8705263"
"585","MARTIN LUTHER KING BLVD",2011-08-30,"WB",1029,818,NA,8833,NA,"NORTH  ROSLYN  WAY","M.L.K. Jr Blvd, Denver, CO, USA","39.7618204","-104.9100066"
"586","MARTIN LUTHER KING BLVD",2013-05-17,"WB",751,751,NA,8492,NA,"N. MADISON ST","M.L.K. Jr Blvd, Colorado, USA","39.7618168","-104.9105811"
"587","MARTIN LUTHER KING BLVD",2013-05-17,"WB",512,510,NA,6026,NA,"N. HIGH ST","N High St & M.L.K. Jr Blvd, Denver, CO 80205, USA","39.7619973","-104.9647239"
"588","MAXWELL PL",2009-10-27,"EB",120,129,NA,NA,NA,"CRYSTAL ST","Maxwell Pl & Crystal St, Denver, CO 80239, USA","39.7922741","-104.8210282"
"589","MAXWELL PL",2009-10-27,"WB",105,152,NA,NA,NA,"E PENSACOLA DR","Maxwell Pl, Denver, CO 80239, USA","39.7939259","-104.8153732"
"590","MAXWELL PL",2009-11-10,"WB",107,146,NA,NA,NA,"CHANDLER  CT","Maxwell Pl & Chandler Way, Denver, CO 80239, USA","39.7924566","-104.8219465"
"591","MAXWELL PL",2015-10-30,"EB",176,207,NA,2508,NA,"GRANBY ST ","Maxwell Pl & Granby St, Denver, CO 80239, USA","39.7947936","-104.8105234"
"592","MEADE ST",2008-10-21,"SB",30,43,NA,NA,NA,"COLFAX","Meade St & W Colfax Ave, Denver, CO 80204, USA","39.7403279","-105.0358234"
"593","MEMPHIS ST",2012-09-04,"SB",247,202,NA,2521,NA,"E. 53rd AVE. ","E 53rd Ave & Memphis St, Denver, CO 80239, USA","39.7910096","-104.796144"
"594","MEMPHIS ST",2012-09-04,"SB",247,202,NA,2521,NA," E. 48th AVE.","Memphis St, Denver, CO 80239, USA","39.7882601","-104.7969168"
"595","MEXICO AVE",2011-09-11,"NON DIR",NA,NA,NA,NA,NA,"JACKSON ST ","E Mexico Ave & S Jackson St, Denver, CO 80222, USA","39.6856941","-104.9430064"
"596","MILWAUKEE",2006-06-01,"SB",160,273,NA,NA,NA,"1ST AVE","E 1st Ave & Milwaukee St, Denver, CO 80206, USA","39.7182219","-104.9522004"
"597","MILWAUKEE ST",2009-08-19,"NB/SB",82,110,NA,NA,NA,"4TH ","Milwaukee St & E 4th Ave, Denver, CO 80206, USA","39.7225559","-104.9522067"
"598","MILWAUKEE ST",2009-08-19,"NB/SB",82,110,NA,NA,NA," 5TH ST","Milwaukee St, Denver, CO, USA","39.7544492","-104.952442"
"599","MISSISSIPPI",2008-10-21,"EBLT",66,127,NA,NA,NA,"VALENTIA ST","E Mississippi Ave & S Valentia St, Denver, CO 80247, USA","39.6966652","-104.8917108"
"600","MISSISSIPPI",2010-11-06,"SBLT",66,68,NA,724,NA,"PARKER RD","E Mississippi Ave & S Parker Rd, Denver, CO 80231, USA","39.6963222","-104.8973523"
"601","MISSISSIPPI",2012-08-14,"EB",811,751,NA,10847,NA,"PLATTE RIVER DR.","W Mississippi Ave & S Platte River Dr, Denver, CO 80223, USA","39.6966776","-104.9929471"
"602","MISSISSIPPI  AVE",2010-08-13,"NB",171,155,NA,NA,NA,"QUEBEC ST","Mississippi Ave & S Quebec St, Denver, CO 80224, USA","39.695721","-104.904023"
"603","MISSISSIPPI AVE",2011-09-11,"NON DIR",NA,NA,NA,NA,NA,"FILMORE ST ","E Mississippi Ave & S Fillmore St, Denver, CO 80210, USA","39.6965745","-104.9535172"
"604","MISSISSIPPI AVE",2011-09-11,"NON DIR",NA,NA,NA,NA,NA," CLAYTON ST","E Mississippi Ave, Colorado, USA","39.6964149","-104.8749309"
"605","MLK",2011-02-15,"WB",623,692,NA,NA,NA,"N. EMPORIA ST.","Emporia St & M.L.K. Jr Blvd, Denver, CO 80238, USA","39.7599634","-104.8742506"
"606","MONACO PKWY",2009-10-07,"SB",1031,1206,NA,NA,NA,"17TH AVE/MONTVIEW","N Monaco Pkwy & E 17th Ave, Denver, CO 80220, USA","39.7437902","-104.9124481"
"607","MONACO PKWY",2009-10-07,"SB",1144,1604,NA,NA,NA,"6TH AVE","E 6th Ave & N Monaco Pkwy, Denver, CO 80220, USA","39.7256509","-104.9127904"
"608","MONACO PKWY",2009-10-07,"SB",575,623,NA,NA,NA,"MARTIN LUTHER KING BLVD","N Monaco Pkwy & M.L.K. Jr Blvd, Denver, CO 80207, USA","39.7619765","-104.9124158"
"609","MONACO PKWY",2010-11-04,"NB",358,507,NA,NA,NA,"I-70","2064 S Monaco Pkwy, Denver, CO 80224, USA","39.6793882","-104.9117657"
"610","MONROE ST",2011-09-11,"NON DIR",NA,NA,NA,NA,NA,"FLORIDA AVE ","S Monroe St & E Florida Ave, Denver, CO 80210, USA","39.6893155","-104.9453595"
"611","MONTVIEW",2006-01-31,"WB",567,679,NA,NA,NA,"DEXTER","Dexter St & Montview Blvd, Denver, CO 80220, USA","39.7474013","-104.9328576"
"612","MONTVIEW",2006-04-18,"EB",470,866,NA,NA,NA,"VALENTIA","Valentia St & Montview Blvd, Denver, CO 80220, USA","39.7474534","-104.8916828"
"613","MORRISON RD",2009-12-01,"S/W DIR",307,700,NA,NA,NA,"ALAMEDA  AVE","Morrison Rd & W Alameda Ave, Denver, CO 80219, USA","39.7111315","-105.0327053"
"614","MORRISON RD",2009-12-01,"S/W DIR",402,778,NA,NA,NA,"KENTUCKY AVE","Morrison Rd & W Kentucky Ave, Denver, CO 80219, USA","39.7004219","-105.0481458"
"615","MORRISON RD",2009-12-01,"N/E DIR",824,474,NA,NA,NA,"PERRY ST","Morrison Rd & S Perry St, Denver, CO 80219, USA","39.7063519","-105.0397022"
"616","MORRISON RD",2009-12-01,"N/E DIR",776,478,NA,NA,NA,"SHERIDAN BLVD","Morrison Rd & S Sheridan Blvd, Lakewood, CO 80226, USA","39.6969036","-105.0532216"
"617","MORRISON RD",2009-12-01,"S/W DIR",416,807,NA,NA,NA,"STUART/WALSH","Morrison Rd & S Stuart St, Denver, CO 80219, USA","39.7039732","-105.0430678"
"618","MORRISON RD",2012-08-27,"EB",760,434,NA,6859,NA,"S. LOWELL BLVD ","S Lowell Blvd & Morrison Rd, Denver, CO 80219, USA","39.709612","-105.0350488"
"619","MORRISON RD",2012-08-27,"EB",634,392,NA,6234,NA,"W. KENTUCKY AVE. ","Morrison Rd & W Kentucky Ave, Denver, CO 80219, USA","39.700799","-105.047429"
"620","MORRISON RD",2012-09-10,"EB",739,463,NA,7088,NA,"S. QUITMAN ST ","Morrison Rd & S Quitman St, Denver, CO 80219, USA","39.705449","-105.041094"
"621","MORRISON RD",2015-05-15,"WB",344,708,NA,7396,NA,"S YATES ST ","Morrison Rd & S Yates St, Denver, CO 80219, USA","39.698557","-105.0507712"
"622","N COLORADO BLVD",2006-06-06,"NBLT",180,176,NA,NA,NA,"40TH AVE","E 40th Ave & Colorado Blvd, Denver, CO 80205, USA","39.7728831","-104.9406409"
"623","N COLORADO BLVD",2014-10-16,"NB",2063,2183,NA,30671,NA,"12th AVE","E 12th Ave & Colorado Blvd, Denver, CO 80206, USA","39.7351061","-104.9407609"
"624","N COLORADO BLVD",2014-10-16,"SB",2048,2170,NA,31272,NA,"5th AVE","E 5th Ave & Colorado Blvd, Denver, CO 80206, USA","39.7241257","-104.9407888"
"625","N COLORADO BLVD",2014-10-30,"NB",1569,1771,NA,23606,NA,"17th AVE","Colorado Blvd & E 17th Ave, Denver, CO 80220, USA","39.7436403","-104.9407673"
"626","N FRANKLIN ST",2006-06-17,"SB",42,40,NA,NA,NA,"8TH AVE","Franklin St & E 8th Ave, Denver, CO 80218, USA","39.7290912","-104.9683167"
"627","N HAVANA ST",2015-04-17,"SB",122,300,NA,2592,NA,"E 28th PL ","Havana St & E 28th Pl, Denver, CO 80238, USA","39.7575071","-104.8658458"
"628","N HAVANA ST",2015-04-17,"SB",111,282,NA,2428,NA,"E 28th AVE ","E 28th Ave & Havana St, Denver, CO 80238, USA","39.7565176","-104.8658631"
"629","N HAVANA ST",2015-04-17,"SB",111,282,NA,2428,NA," N HANOVER CT","Hanover Ct, Denver, CO, USA","39.7552587","-104.865923"
"630","N HOLLY ST",2006-01-01,"NB",35,67,NA,NA,NA,"S STAPLETON DR","Stapleton S Dr & Holly St, Denver, CO 80216, USA","39.7781398","-104.9223025"
"631","N IRVING ST",2006-07-11,"SB",98,37,NA,NA,NA,"W 46TH AVE","W 46th Ave & Irving St, Denver, CO 80211, USA","39.7802722","-105.0298918"
"632","N JERSEY ST",2014-05-02,"SB",55,63,NA,724,NA,"E 10th AVE ","E 10th Ave & Jersey St, Denver, CO 80220, USA","39.7316867","-104.9194679"
"633","N JERSEY ST",2014-05-02,"SB",47,48,NA,568,NA,"E 9th AVE ","E 9th Ave & Jersey St, Denver, CO 80220, USA","39.7304872","-104.9194644"
"634","N JERSEY ST",2014-05-02,"SB",55,63,NA,724,NA," E 9th AVE","Jersey St, Denver, CO 80220, USA","39.7280689","-104.9194668"
"635","N JERSEY ST",2014-05-02,"SB",47,48,NA,568,NA," E 8th AVE","5701 E 8th Ave, Denver, CO 80220, USA","39.7301566","-104.9211283"
"636","N JOSEPHINE ST",2009-06-11,"NB",892,971,NA,NA,NA,"16TH AND 17TH","E 16th Ave & Josephine St, Denver, CO 80206, USA","39.7416209","-104.9591542"
"637","N JOSEPHINE ST",2014-11-20,"NB",661,936,NA,10148,NA," E COLFAX AVE","Colfax Ave & Josephine St, Denver, CO 80206, USA","39.740146","-104.959184"
"638","N JOSEPHINE ST",2014-11-20,"NBRT",86,137,NA,1432,NA," E 17th AVE","Josephine St, Denver, CO, USA","39.7544626","-104.9585627"
"639","N KNOX CT",2014-04-25,"SB",121,159,NA,1714,NA,"W 12th AVE ","W 12th Ave & Knox Ct, Denver, CO 80204, USA","39.7347528","-105.0321684"
"640","N KNOX CT",2014-04-25,"SB",121,159,NA,1714,NA," W 10th AVE","W 10th Ave & Knox Ct, Denver, CO 80204, USA","39.732994","-105.032475"
"641","N LIPAN ST",2014-08-08,"NBRT",24,26,NA,287,NA,"W COLFAX AVE","Lipan St & W Colfax Ave, Denver, CO 80204, USA","39.7400243","-105.0015703"
"642","N LOGAN ST",2013-06-07,"NB",749,644,NA,7659,NA,"E 10th AVE ","E 10th Ave & Logan St, Denver, CO 80203, USA","39.7320372","-104.9822641"
"643","N LOWELL BLVD",2006-06-08,"SB",221,240,NA,NA,NA,"29TH AVE","Lowell Blvd & W 29th Ave, Denver, CO 80211, USA","39.7585114","-105.0346238"
"644","N LOWELL BLVD",2014-04-11,"SB",262,254,NA,3053,NA,"W 32nd AVE ","W 32nd Ave & Lowell Blvd, Denver, CO 80211, USA","39.7621361","-105.0346072"
"645","N LOWELL BLVD",2014-09-19,"NB",307,550,NA,4980,NA,"W 41st AVE","W 41st Ave & Lowell Blvd, Denver, CO 80211, USA","39.7731574","-105.0346121"
"646","N LOWELL BLVD",2014-10-17,"SB",820,538,NA,6767,NA,"W 48th AVE ","W 48th Ave & Lowell Blvd, Denver, CO 80221, USA","39.7837601","-105.0345781"
"647","N LOWELL BLVD",2014-10-17,"SB",820,538,NA,6767,NA," W 49th AVE","W 50th Ave & Lowell Blvd, Denver, CO 80221, USA","39.787487","-105.034953"
"648","N PECOS ST",2014-12-10,"SB",737,482,NA,5694,NA,"W CHAFFEE PL ","N Pecos St & W Chaffee Pl, Denver, CO 80211, USA","39.7790207","-105.0064327"
"649","N PECOS ST",2014-12-10,"SB",737,482,NA,5694,NA," W 44th AVE","3800 W 44th Ave, Denver, CO 80211, USA","39.7761908","-105.0367947"
"650","N PERRY ST",2014-04-11,"SB",61,48,NA,425,NA,"W 32nd AVE ","W 32nd Ave & Perry St, Denver, CO 80212, USA","39.762181","-105.039473"
"651","N PERRY ST",2014-04-11,"SB",29,41,NA,361,NA,"W 30th AVE ","Perry St & W 30th Ave, Denver, CO 80212, USA","39.7603237","-105.0392989"
"652","N PERRY ST",2014-04-11,"SB",61,48,NA,425,NA," W 33rd AVE","Perry St, Colorado, USA","39.7663212","-105.0393051"
"653","N PERRY ST",2014-12-05,"SB",22,23,NA,243,NA,"W 45th AVE ","Perry St & W 45th Ave, Denver, CO 80212, USA","39.7783861","-105.0392594"
"654","N PERRY ST",2014-12-05,"SB",22,23,NA,243,NA," W 44th AVE","W 44th Ave & Perry St, Denver, CO 80212, USA","39.776653","-105.038996"
"655","N QUEBEC ST",2006-07-11,"SBLT",151,405,NA,NA,NA,"E LEETSDALE DRIVE","S Quebec St & Leetsdale Dr, Denver, CO 80224, USA","39.697845","-104.903665"
